Indicator ID,Indicator Name,Display Name,Source ID,Data Type,Transform Notebook,Frequency,AggregateType,DenominatorIndicatorID,PerCapita,MinYear
shareofemployementoutsidetheformalsectorbysexandstatusinemploymenttotalnotclassified_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Total, Not classified","Share of Employement outside the Formal Sector by sex and status in employment (%), Total, Not classified",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymentmalenotclassified_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Male, Not classified","Share of Employement outside the Formal Sector by sex and status in employment (%), Male, Not classified",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandstatusinemploymentfemalenotclassified_ilopiflrtste,"Share of Employement outside the Formal Sector by sex and status in employment (%), Female, Not classified","Share of Employement outside the Formal Sector by sex and status in employment (%), Female, Not classified",ILO_PIFL_RT_STE,float,ILO_PIFL_RT_STE_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandeconomicactivitytotalagriculture_ilopiflrteco,"Share of Employement outside the Formal Sector by sex and economic activity (%), Total, Agriculture","Share of Employement outside the Formal Sector by sex and economic activity (%), Total, Agriculture",ILO_PIFL_RT_ECO,float,ILO_PIFL_RT_ECO_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandeconomicactivitymaleagriculture_ilopiflrteco,"Share of Employement outside the Formal Sector by sex and economic activity (%), Male, Agriculture","Share of Employement outside the Formal Sector by sex and economic activity (%), Male, Agriculture",ILO_PIFL_RT_ECO,float,ILO_PIFL_RT_ECO_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandeconomicactivityfemaleagriculture_ilopiflrteco,"Share of Employement outside the Formal Sector by sex and economic activity (%), Female, Agriculture","Share of Employement outside the Formal Sector by sex and economic activity (%), Female, Agriculture",ILO_PIFL_RT_ECO,float,ILO_PIFL_RT_ECO_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandeconomicactivitytotalnonagriculture_ilopiflrteco,"Share of Employement outside the Formal Sector by sex and economic activity (%), Total, Non-agriculture","Share of Employement outside the Formal Sector by sex and economic activity (%), Total, Non-agriculture",ILO_PIFL_RT_ECO,float,ILO_PIFL_RT_ECO_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandeconomicactivitymalenonagriculture_ilopiflrteco,"Share of Employement outside the Formal Sector by sex and economic activity (%), Male, Non-agriculture","Share of Employement outside the Formal Sector by sex and economic activity (%), Male, Non-agriculture",ILO_PIFL_RT_ECO,float,ILO_PIFL_RT_ECO_transform,,,,,
shareofemployementoutsidetheformalsectorbysexandeconomicactivityfemalenonagriculture_ilopiflrteco,"Share of Employement outside the Formal Sector by sex and economic activity (%), Female, Non-agriculture","Share of Employement outside the Formal Sector by sex and economic activity (%), Female, Non-agriculture",ILO_PIFL_RT_ECO,float,ILO_PIFL_RT_ECO_transform,,,,,
dge_wb,Dynamic general equilibrium model-based (DGE) estimates of informal output (% of official GDP),Dynamic general equilibrium model-based (DGE) estimates of informal output (% of official GDP),WBANK_INFO_ECO,float,WBANK_INFO_ECO_transform,,,,,
wbentp1_wb,Percent of firms competing against unregistered or informal firms (World Bank Enterprise Surveys),Percent of firms competing against unregistered or informal firms (World Bank Enterprise Surveys),WBANK_INFO_ECO,float,WBANK_INFO_ECO_transform,,,,,
wbentp2_wb,Percent of firms formally registered when they started operations in the country (World Bank Enterprise Surveys),Percent of firms formally registered when they started operations in the country (World Bank Enterprise Surveys),WBANK_INFO_ECO,float,WBANK_INFO_ECO_transform,,,,,
wbentp3_wb,Number of years firm operated without formal registration (World Bank Enterprise Surveys),Number of years firm operated without formal registration (World Bank Enterprise Surveys),WBANK_INFO_ECO,float,WBANK_INFO_ECO_transform,,,,,
infsizep_wb,Employment outside the formal sector (% of total employment; International Labour Organization; hamonized series),Employment outside the formal sector (% of total employment; International Labour Organization; hamonized series),WBANK_INFO_ECO,float,WBANK_INFO_ECO_transform,,,,,
data_energy_consumption_wb,Renewable energy consumption (% of total final energy consumption),Renewable energy consumption (% of total final energy consumption),WBANK_ENERGY_CONSUMPTION,float,WBANK_ENERGY_CONSUMPTION_transform,,,,,
data_energy_imports_wb,"Energy imports, net (% of energy use)","Energy imports, net (% of energy use)",WBANK_ENERGY_IMPORTS,float,WBANK_ENERGY_IMPORTS_transform,,,,,
emissionsassociatedwithghgtarget_cwndc,Emission levels associated with GHG target set by (I)NDCs,Emission levels associated with GHG target set by (I)NDCs,CW_NDC,float,CW_NDC_transform,,PositiveSum,,,
energypercapita_owided,"Primary energy consumption per capita, measured in kilowatt-hours","Primary energy consumption per capita, measured in kilowatt-hours",OWID_ENERGY_DATA,float,OWID_ENERGY_DATA_transform,,PositiveSum,totalpopulation_untp,1,
coalconsumption_owided,"Primary energy consumption from coal, measured in terawatt-hours","Primary energy consumption from coal, measured in terawatt-hours",OWID_ENERGY_DATA,float,OWID_ENERGY_DATA_transform,,PositiveSum,,,
coalelectricity_owided,"Electricity generation from coal, measured in terawatt-hours","Electricity generation from coal, measured in terawatt-hours",OWID_ENERGY_DATA,float,OWID_ENERGY_DATA_transform,,PositiveSum,,,
solarelectricity_owided,"Electricity generation from solar, measured in terawatt-hours","Electricity generation from solar, measured in terawatt-hours",OWID_ENERGY_DATA,float,OWID_ENERGY_DATA_transform,,PositiveSum,,,
access_elec_wb,Access to electricity (% of population),Access to electricity (% of population),WBANK_ACCESS_ELEC,float,WBANK_ACCESS_ELEC_transform,,PositiveSum,totalpopulation_untp,100,
access_elec_urban_wb,"Access to electricity, urban (% of urban population)","Access to electricity, urban (% of urban population)",WBANK_ACCESS_ELEC_URBAN,float,WBANK_ACCESS_ELEC_URBAN_transform,,PositiveSum,totalurbanpopulation_cpiatup,100,
access_elec_rural_wb,"Access to electricity, rural (% of rural population)","Access to electricity, rural (% of rural population)",WBANK_ACCESS_ELEC_RURAL,float,WBANK_ACCESS_ELEC_RURAL_transform,,PositiveSum,totalruralpopulation_cpiatrp,100,
access_fuel_tech_wb,Access to clean fuels and technologies for cooking  (% of population),Access to clean fuels and technologies for cooking  (% of population),WBANK_ACCESS_FUEL_TECH,float,WBANK_ACCESS_FUEL_TECH_transform,,PositiveSum,totalpopulation_untp,100,
carbon_dioxide_emissions_per_capita_hdr,Carbon dioxide emissions per capita (production) (tonnes),Carbon dioxide emissions per capita (production) (tonnes),HDR,float,HDR_transform,,PositiveSum,,,
coefficient_of_human_inequality_hdr,Coefficient of human inequality,Coefficient of human inequality,HDR,float,HDR_transform,,,,,
difference_from_hdi_value_hdr,Difference from HDI value (%),Difference from HDI value (%),HDR,float,HDR_transform,,,,,
expected_years_of_schooling_hdr,Expected Years of Schooling (years),Expected Years of Schooling (years),HDR,float,HDR_transform,,,,,
expected_years_of_schooling_female_hdr,"Expected Years of Schooling, female (years)","Expected Years of Schooling, female (years)",HDR,float,HDR_transform,,,,,
expected_years_of_schooling_male_hdr,"Expected Years of Schooling, male (years)","Expected Years of Schooling, male (years)",HDR,float,HDR_transform,,,,,
gender_development_index_hdr,Gender Development Index (value),Gender Development Index (value),HDR,float,HDR_transform,,,,,
gross_national_income_per_capita_hdr,Gross National Income Per Capita (2017 PPP$),Gross National Income Per Capita (2017 PPP$),HDR,float,HDR_transform,,,,,
gross_national_income_per_capita_female_hdr,"Gross National Income Per Capita, female (2017 PPP$)","Gross National Income Per Capita, female (2017 PPP$)",HDR,float,HDR_transform,,,,,
gross_national_income_per_capita_male_hdr,"Gross National Income Per Capita, male (2017 PPP$)","Gross National Income Per Capita, male (2017 PPP$)",HDR,float,HDR_transform,,,,,
human_development_index_female_hdr,Human Development Index (female),Human Development Index (female),HDR,float,HDR_transform,,,,,
human_development_index_male_hdr,Human Development Index (male),Human Development Index (male),HDR,float,HDR_transform,,,,,
inequality_in_eduation_hdr,Inequality in eduation,Inequality in eduation,HDR,float,HDR_transform,,,,,
inequality_in_income_hdr,Inequality in income,Inequality in income,HDR,float,HDR_transform,,,,,
inequality_in_life_expectancy_hdr,Inequality in life expectancy,Inequality in life expectancy,HDR,float,HDR_transform,,,,,
life_expectancy_at_birth_years_hdr,Life Expectancy at Birth (years),Life Expectancy at Birth (years),HDR,float,HDR_transform,,,,,
life_expectancy_at_birth_female_years_hdr,"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, female (years)",HDR,float,HDR_transform,,,,,
life_expectancy_at_birth_male_years_hdr,"Life Expectancy at Birth, male (years)","Life Expectancy at Birth, male (years)",HDR,float,HDR_transform,,,,,
material_footprint_per_capita_tonnes_hdr,Material footprint per capita (tonnes),Material footprint per capita (tonnes),HDR,float,HDR_transform,,,,,
mean_years_of_schooling_years_hdr,Mean Years of Schooling (years),Mean Years of Schooling (years),HDR,float,HDR_transform,,,,,
mean_years_of_schooling_female_years_hdr,"Mean Years of Schooling, female (years)","Mean Years of Schooling, female (years)",HDR,float,HDR_transform,,,,,
mean_years_of_schooling_male_years_hdr,"Mean Years of Schooling, male (years)","Mean Years of Schooling, male (years)",HDR,float,HDR_transform,,,,,
overall_loss_hdr,Overall loss (%),Overall loss (%),HDR,float,HDR_transform,,,,,
planetary_pressures_adjusted_human_development_index_value_hdr,Planetary pressures adjusted Human Development Index (value),Planetary pressures adjusted Human Development Index (value),HDR,float,HDR_transform,,,,,
share_of_seats_in_parliament_male_held_by_men_hdr,"Share of seats in parliament, male (% held by men)","Share of seats in parliament, male (% held by men)",HDR,float,HDR_transform,,,,,
working_poverty_total_15,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Total, 15+","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Total, 15+",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_total_15_24,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Total, 15-24","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Total, 15-24",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_total_25,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Total, 25+","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Total, 25+",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_male_15,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Male, 15+","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Male, 15+",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_male_15_24,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Male, 15-24","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Male, 15-24",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_male_25,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Male, 25+","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Male, 25+",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_female_15,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Female, 15+","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Female, 15+",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_female_15_24,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Female, 15-24","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Female, 15-24",ILO_WPR,float,ILO_WPR_transform,,,,,
working_poverty_female_25,"Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Female, 25+","Working poverty rate (percentage of employed living below US$1.90 PPP) (%), Female, 25+",ILO_WPR,float,ILO_WPR_transform,,,,,
multidimensionalpovertyheadcount_ratio_wb,Multidimensional poverty headcount ratio (%) - 2022,Multidimensional poverty headcount ratio (%) - 2022,WBANK_POVERTY,float,WBANK_POVERTY_transform,,PositiveSum,totalpopulation_untp,100,
chemicals_value_added_manufacturing_wb,Chemicals (% of value added in manufacturing),Chemicals (% of value added in manufacturing),WBANK_CHE,float,WBANK_T1_transform,,,,,
forest_area_wb,Forest area (% of land area),Forest area (% of land area),WBANK_FOREST_AREA,float,WBANK_T1_transform,,,,,
dfet_population_average_wb,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Droughts, floods, extreme temperatures (% of population, average 1990-2009)",WBANK_DFETP_AVG,float,WBANK_T1_transform,,PositiveSum,totalpopulation_untp,100,
ores_metals_exports_wb,Ores and metals exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),WBANK_OAME,float,WBANK_T1_transform,,,,,
renewable_internal_freshwater_resources_wb,Renewable internal freshwater resources per capita (cubic meters),Renewable internal freshwater resources per capita (cubic meters),WBANK_RIFW,float,WBANK_T1_transform,,PositiveSum,totalpopulation_untp,1,
level _of_water_stress_wb,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,WBANK_LWS,float,WBANK_T1_transform,,,,,
vulnerability_rank_cw,Climate vulnerability ranking,Climate vulnerability ranking,CW_ADAPTATION,float,CW_T2_transform,,,,,
pollution_deaths_fossil_fuels_owid,"Air pollution deaths from fossil fuels, 2015","Air pollution deaths from fossil fuels, 2015",OWID_AIR,float,OWID_T3_transform,,PositiveSum,,,
climate_risks_index_cw,Climate Risks Index Score,Climate Risks Index Score,CW_ADAPTATION,float,CW_T2_transform,,,,,
climate_risks_rank_cw,Climate Risks Index Ranking,Climate Risks Index Ranking,CW_ADAPTATION,float,CW_T2_transform,,,,,
readiness_index_nd,Climate Change Readiness Score,Climate Change Readiness Score,ND_CLIMATE_READINESS,float,ND_CLIMATE_READINESS_transform,,,,,
readiness_rank_nd,Climate Change Readiness Ranking,Climate Change Readiness Ranking,ND_CLIMATE_READINESS,float,ND_CLIMATE_READINESS_transform,,,,,
consumption_of_controlled_substance_hydrochlorofluorocarbons_owid,Consumption of controlled substance (zero-filled) - Chemical: Hydrochlorofluorocarbons (HCFCs),Consumption of controlled substance (zero-filled) - Chemical: Hydrochlorofluorocarbons (HCFCs),OWID_OZ_CONSUMPTION,float,OWID_OZ_CONSUMPTION_transform,,Sum,,,
consumption_of_controlled_substance_total_owid,Consumption of controlled substance (zero-filled) - Chemical: Total,Consumption of controlled substance (zero-filled) - Chemical: Total,OWID_OZ_CONSUMPTION,float,OWID_OZ_CONSUMPTION_transform,,Sum,,,
central_govt_debt_pct_of_gdp_cpiacgd,"Central government debt, total (Percent of GDP)","Central government debt, total (Percent of GDP)",CPIA_CGD,float,CPIA_transform,,,,,
current_account_balance_pct_of_gdp_cpiacab,Current account balance (Percent of GDP),Current account balance (Percent of GDP),CPIA_CAB,float,CPIA_transform,,,,,
tax_revenue_pct_of_gdp_cpiataxr,Tax revenue (Percent of GDP),Tax revenue (Percent of GDP),CPIA_TAXR,float,CPIA_transform,,,,,
worker_output_growth_annual_2017_ilosdgwo,Annual growth rate of output per worker (GDP constant 2017 international $ at PPP) (percent) ,Annual growth rate of output per worker (GDP constant 2017 international $ at PPP) (percent) ,ILO_SDG_WO_2017,float,ILO_SDG_transform,,,,,
worker_output_growth_annual_2015_ilosdgwo,Annual growth rate of output per worker (GDP constant 2015 US $) (%) ,Annual growth rate of output per worker (GDP constant 2015 US $) (%) ,ILO_SDG_WO_2015,float,ILO_SDG_transform,,,,,
income_per_gdp_ilosdg,Labour income share as a percent of GDP (%),Labour income share as a percent of GDP (%),ILO_SDG_INCOME_PER_GDP,float,ILO_SDG_transform,,,,,
income_per_gdp_2021_estimate_ilosdg,"Labour income share as a percent of GDP -- ILO modelled estimates, Nov. 2021 (%) ","Labour income share as a percent of GDP -- ILO modelled estimates, Nov. 2021 (%) ",ILO_SDG_INCOME_PER_GDP_2021_ESTIMATES,float,ILO_SDG_transform,,,,,
used_a_mobile_phone_or_the_internet_to_access_an_account_percentage_ages_15_24,"Used a mobile phone or the internet to access an account, young (% ages 15-24)","Used a mobile phone or the internet to access an account, young (% ages 15-24)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
digital_payment_total_percentage_age_15_plus,"Made or received a digital payment, total (% age 15+)","Made or received a digital payment, total (% age 15+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
used_a_mobile_phone_or_the_internet_to_access_an_account_percentage_ages_older_25_plus,"Used a mobile phone or the internet to access an account, older (% age 25+)","Used a mobile phone or the internet to access an account, older (% age 25+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
used_a_mobile_phone_or_the_internet_to_access_an_account_income_poorest_40_percent_percentage_ages_15_plus,"Used a mobile phone or the internet to access an account, income, poorest 40% (% ages 15+)","Used a mobile phone or the internet to access an account, income, poorest 40% (% ages 15+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
used_a_mobile_phone_or_the_internet_to_access_an_account_income_richest_60_percent_percentage_ages_15_plus,"Used a mobile phone or the internet to access an account, income, richest 60% (% ages 15+)","Used a mobile phone or the internet to access an account, income, richest 60% (% ages 15+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
used_a_mobile_phone_or_the_internet_to_access_an_account_rural_percentage_ages_15_plus,"Used a mobile phone or the internet to access an account, rural (% age 15+)","Used a mobile phone or the internet to access an account, rural (% age 15+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
used_a_mobile_phone_or_the_internet_to_access_an_account_urban_percentage_ages_15_plus,"Used a mobile phone or the internet to access an account, urban (% age 15+)","Used a mobile phone or the internet to access an account, urban (% age 15+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
financial_institution_account_percentage_ages_15_plus,Financial institution account (% age 15+),Financial institution account (% age 15+),GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
digital_payment_female_percent_age_15_plus,"Made or received a digital payment, female (% age 15+)","Made or received a digital payment, female (% age 15+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
digital_payment_male_percent_age_15_plus,"Made or received a digital payment, male (% age 15+)","Made or received a digital payment, male (% age 15+)",GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
trade_as_percentage_of_gdp,Trade (% of GDP),Trade (% of GDP),OWID_TRADE_DATA,float,OWID_TRADE_transform,,,,,
value_of_exported_goods_as_a_share_of_gdp,Value of exported goods as a share of GDP,Value of exported goods as a share of GDP,OWID_EXPORT_DATA,float,OWID_TRADE_transform,,,,,
pre_primary_learning_female_pct,"Participation rate in organized learning (one year before the official primary entry age) (%), female","Participation rate in organized learning (one year before the official primary entry age) (%), female",WHO_PRE_EDU_PARTICIPATION,float,WHO_PRE_EDU_transform,,,,,
pre_primary_learning_male_pct,"Participation rate in organized learning (one year before the official primary entry age) (%), male","Participation rate in organized learning (one year before the official primary entry age) (%), male",WHO_PRE_EDU_PARTICIPATION,float,WHO_PRE_EDU_transform,,,,,
pre_primary_learning_both_pct,"Participation rate in organized learning (one year before the official primary entry age) (%), total","Participation rate in organized learning (one year before the official primary entry age) (%), total",WHO_PRE_EDU_PARTICIPATION,float,WHO_PRE_EDU_transform,,,,,
rural_access_index_wbank,"Proportion of the rural population that lives within a certain distance (e.g., 2 km) of a health facility, school, or other essential service","Proportion of the rural population that lives within a certain distance (e.g., 2 km) of a health facility, school, or other essential service",WBANK_RURAL_ACCESS_INDEX,float,WBANK_RAI_transform,,PositiveSum,totalruralpopulation_cpiatrp,100,
material_consumption_tonne_capita_oecd,"Domestic material consumption per capita, by type of raw material (tonnes), Total or No breakdown","Domestic material consumption per capita, by type of raw material (tonnes), Total or No breakdown",OECD_RAW_MAT_CONSUMPTION,float,OECD_RAW_MAT_CONSUMPTION_transform,,Sum,totalpopulation_untp,1,
prop_children_dev_ontrk_unicef,"Proportion of children under five years of age who are developmentally on track in health, wellbeing and psychosocial well-being ","Proportion of children under five years of age who are developmentally on track in health, wellbeing and psychosocial well-being ",UNICEF_DEV_ONTRK,float,UNICEF_DEV_ONTRK_transform,,,,,
account_ownership_at_a_financial_institution_or_with_a mobile_money_service_provider_percentrage_of_population_ages_15_plus,Account (% age 15+),Account (% age 15+),GLOBAL_FINDEX_DATABASE,float,GLOBAL_FINDEX_DATABASE_transform,,,,,
totalwithnoemployementortraining_pynedu,"Proportion of youth (aged 15??4 years) not in education, employment or training","Proportion of youth (aged 15??4 years) not in education, employment or training",PYN_EDU,float,UNSD_SDG_API_transform,,,,,
femalewithnoemployementortraining_pynedu,"Proportion of youth (aged 15?24 years) not in education, employment or training, Female","Proportion of youth (aged 15?25 years) not in education, employment or training, Female",PYN_EDU,float,UNSD_SDG_API_transform,,,,,
malewithnoemployementortraining_pynedu,"Proportion of youth (aged 15??4 years) not in education, employment or training, Male","Proportion of youth (aged 15??4 years) not in education, employment or training, Male",PYN_EDU,float,UNSD_SDG_API_transform,,,,,
femalemanagers_manpstf,"Proportion of women in managerial positions, %","Proportion of women in managerial positions, %",MANPST_F,float,UNSD_SDG_API_transform,,,,,
seniormiddlefemalemanagers_manpstfsm,"Proportion of women in senior and middle management positions, %","Proportion of women in senior and middle management positions, %",MANPST_F_SM,float,UNSD_SDG_API_transform,,,,,
mediumandhightechindustry_hightech,Proportion of medium and high-tech industry value added in total value added,Proportion of medium and high-tech industry value added in total value added,HIGH_TECH,float,UNSD_SDG_API_transform,,,,,
finalcialflows_ffdcce,International financial flows to developing countries in support of clean energy (Millions of constant US$) - All Renewables,International financial flows to developing countries in support of clean energy (Millions of constant US$) - All Renewables,FF_DC_CE,float,FF_DC_CE_transform,,PositiveSum,,,
installedelectricitycapacity_iec,Installed electricity capacity (MW) by Country/area,Installed electricity capacity (MW) by Country/area,IEC,float,IEC_transform,,PositiveSum,,,
offgridinstalledelectricitycapacity_iec,Installed electricity capacity (MW) by Country/area Off-grid,Installed electricity capacity (MW) by Country/area Off-grid,IEC,float,IEC_transform,,PositiveSum,,,
electricitygeneration_ireneg,Installed renewable electricity-generating capacity (watts per capita),Installed renewable electricity-generating capacity (watts per capita),IREN_EG,float,FF_DC_CE_transform,,PositiveSum,totalpopulation_untp,1,
primaryenergyintensity_eilpe,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),Energy intensity level of primary energy (megajoules per constant 2018 purchasing power parity GDP),EIL_PE,float,EIL_PE_transform,,,,,
attendanceearlychildedu_ecedu,"Attendance in early childhood education (%), Total","Attendance in early childhood education (%), Total",EC_EDU,float,EC_EDU_transform,,,,,
maleattendanceearlychildedu_ecedu,"Attendance in early childhood education (%), Male","Attendance in early childhood education (%), Male",EC_EDU,float,EC_EDU_transform,,,,,
femaleearlyattendanceedu_ecedu,"Attendance in early childhood education (%), Female","Attendance in early childhood education (%), Female",EC_EDU,float,EC_EDU_transform,,,,,
poorestattendace_ecedu,"Attendance in early childhood education (%), Poorest 20%","Attendance in early childhood education (%), Poorest 21%",EC_EDU,float,EC_EDU_transform,,PositiveSum,,,
richestattendance_ecedu,"Attendance in early childhood education (%), Richest 20%","Attendance in early childhood education (%), Richest 21%",EC_EDU,float,EC_EDU_transform,,,,,
unpaiddomesticcare_timeudc,"Time spent on unpaid domestic and care work, all ages (all areas), hours","Time spent on unpaid domestic and care work, all ages (all areas), hours",TIME_UDC,float,TIME_UDC_transform,,,,,
femaleunpaiddomesticcare_timeudc,"Time spent on unpaid domestic and care work, Female","Time spent on unpaid domestic and care work, Female",TIME_UDC,float,TIME_UDC_transform,,,,,
maleunpaiddomesticcare_timeudc,"Time spent on unpaid domestic and care work, Male","Time spent on unpaid domestic and care work, Male",TIME_UDC,float,TIME_UDC_transform,,,,,
gendergap_timeudc,"Time spent on unpaid domestic and care work, Gender Gap","Time spent on unpaid domestic and care work, Gender Gap",TIME_UDC,float,TIME_UDC_transform,,,,,
mobilenetworkcoverage_covmn,"Proportion of population covered by a mobile network, by technology","Proportion of population covered by a mobile network, by technology",COV_MN,float,COV_MN_transform,,,,,
skilledict_techict,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill","Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",TECH_ICT,float,UNSD_SDG_API_transform,,,,,
health_service_provision,Health Service Provision (IHR SPAR),Health Service Provision (IHR SPAR),WHO_HSP_IHR_SPAR,float,IHR_SPAR_transform,,,,,
national_health_emergency_framework,National Health Emergency Framework (IHR SPAR),National Health Emergency Framework (IHR SPAR),WHO_NHEF_IHR_SPAR,float,IHR_SPAR_transform,,,,,
legislation_and_financing, Legislation and Financing (IHR SPAR), Legislation and Financing (IHR SPAR),WHO_LF_IHR,float,IHR_SPAR_transform,,,,,
proportion_of_forest_area_with_long_term_management_plan,Proportion of forest area with a long-term management plan,Proportion of forest area with a long-term management plan,FAO_FOREST_AREA_LONG_TERM_MANAGEMENT,float,FAO_FOREST_AREA_transform,,,,,
percentage_of_forest_area_within_legally_established_protected_areas,Proportion of forest area within legally established protected areas (%),Proportion of forest area within legally established protected areas (%),FAO_FOREST_AREA_PROTECTED_AREAS,float,FAO_FOREST_AREA_transform,,,,,
climate_change_related_change_in_death_rater_per_100000_population_45,"Climate Change-related change in death rates per 100,000 population (RCP4.5 SSP3)","Climate Change-related change in death rates per 100,000 population (RCP4.5 SSP3)",UNDP_CLIMATE_CHANGE_45,float,UNDP_CLIMATE_CHANGE_transform,,,,,
climate_change_related_change_in_death_rater_per_100000_population_85,"Climate Change-related change in death rates per 100,000 population (RCP8.5 SSP3)","Climate Change-related change in death rates per 100,000 population (RCP8.5 SSP3)",UNDP_CLIMATE_CHANGE_85,float,UNDP_CLIMATE_CHANGE_transform,,,,,
proportion_local_governments_that_adopt_and_implement_local_disaster_risk_reduction_strategies_in_line_with_national_disaster_risk_reduction_strategies,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies (%),UN_STATS_DRR_ADOPTION,float,UN_STATS_transform,,,,,
score_of_adoption_and_implementation_of_national_drr_strategies_sendai_framework,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,UN_STATS_DRR_ADOPTION_SENDAI,float,UN_STATS_transform,,,,,
women_share_of_population_living_with_hiv_15_plus,Women's share of population ages 15+ living with HIV (%),Women's share of population ages 15+ living with HIV (%),WBANK_HIV,float,WBANK_HIV_transform,,,,,
healthcare_facilities_basic_waste_management_services,Healthcare facilities basic waste management services- hospital,Healthcare facilities basic waste management services- hospital,UNICEF_WASTE_MANAGEMENT,float,UNICEF_WASTE_MANAGEMENT_transform,,,,,
healthcare_facilities_no_waste_management_service_non_hospital,Healthcare facilities- No waste management service- non-hospital,Healthcare facilities- No waste management service- non-hospital,UNICEF_WASTE_MANAGEMENT,float,UNICEF_WASTE_MANAGEMENT_transform,,,,,
people_denied_health_services_because_of_hiv_last_12_months,People Denied health services because of their HIV status in the last 12 months,People Denied health services because of their HIV status in the last 12 months,UNAIDS_AIDS,float,UNAIDS_AIDS_transform,,,,,
prevalence_of_hiv_total_perc_of_population_ages_15_49_q1,"Prevalence of HIV, total (% of population ages 15-49): Q1 (lowest)","Prevalence of HIV, total (% of population ages 15-49): Q1 (lowest)",WBANK_AIDS,float,WBANK_AIDS_transform,,,,,
proportion_of_population_pushed_below_60_perc_median_consumption_poverty_line_by_out_of_pocket_expenditure,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),WBANK_AIDS,float,WBANK_AIDS_transform,,PositiveSum,totalpopulation_untp,100,
